Locus	Namespace	GO-ID	GO-term	pubMedId	EvidenceCode
NCU08162.7	biological_process	GO:0006526	arginine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08162.7	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
NCU08162.7	molecular_function	GO:0004056	argininosuccinate lyase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08173.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08173.7	biological_process	GO:0048315	conidium formation	22445960	IMP: Inferred from Mutant Phenotype
NCU08190.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08195.7	biological_process	GO:0006420	arginyl-tRNA aminoacylation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08195.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08195.7	molecular_function	GO:0004814	arginine-tRNA ligase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08216.7	biological_process	GO:0019344	cysteine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08216.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08216.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08216.7	molecular_function	GO:0004122	cystathionine beta-synthase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08224.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08225.7	biological_process	GO:0010045	response to nickel ion	21840412	IEP: Inferred from Expression Pattern
NCU08225.7	biological_process	GO:0015675	nickel ion transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU08225.7	biological_process	GO:0034254	regulation of urea catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08225.7	biological_process	GO:0034254	regulation of urea catabolic process	21840412	IMP: Inferred from Mutant Phenotype
NCU08225.7	biological_process	GO:0035444	nickel ion transmembrane transport	21840412	IGI: Inferred from Genetic Interaction
NCU08225.7	cellular_component	GO:0005783	endoplasmic reticulum	None	ISS: Inferred from Sequence or Structural Similarity
NCU08225.7	cellular_component	GO:0005886	plasma membrane	21840412	IDA: Inferred from Direct Assay
NCU08225.7	cellular_component	GO:0005887	integral to plasma membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08225.7	molecular_function	GO:0015099	nickel ion transmembrane transporter activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08225.7	molecular_function	GO:0015099	nickel ion transmembrane transporter activity	21840412	IGI: Inferred from Genetic Interaction
NCU08270.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	18036854	IMP: Inferred from Mutant Phenotype
NCU08270.7	biological_process	GO:0016441	posttranscriptional gene silencing	14993290	IMP: Inferred from Mutant Phenotype
NCU08270.7	biological_process	GO:0030422	production of siRNA involved in RNA interference	14993290	IMP: Inferred from Mutant Phenotype
NCU08270.7	biological_process	GO:0030437	ascospore formation	18036854	IMP: Inferred from Mutant Phenotype
NCU08270.7	biological_process	GO:0035194	posttranscriptional gene silencing by RNA	14993290	IMP: Inferred from Mutant Phenotype
NCU08270.7	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
NCU08270.7	cellular_component	GO:0044297	cell body	20040598	IC: Inferred by Curator
NCU08270.7	cellular_component	GO:0044464	cell part	21296914	IC: Inferred by Curator
NCU08272.7	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
NCU08277.7	biological_process	GO:0006413	translational initiation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08277.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08277.7	cellular_component	GO:0005840	ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08277.7	cellular_component	GO:0005850	eukaryotic translation initiation factor 2 complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU08277.7	cellular_component	GO:0043614	multi-eIF complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU08277.7	molecular_function	GO:0003743	translation initiation factor activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08280.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08287.7	biological_process	GO:0006207	'de novo' pyrimidine base biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08287.7	biological_process	GO:0006541	glutamine metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08287.7	biological_process	GO:0019856	pyrimidine base biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08287.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08287.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08287.7	cellular_component	GO:0016021	integral to membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08287.7	molecular_function	GO:0004070	aspartate carbamoyltransferase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08287.7	molecular_function	GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08290.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08291.7	biological_process	GO:0006783	heme biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08291.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08291.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08291.7	cellular_component	GO:0005743	mitochondrial inner membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08291.7	molecular_function	GO:0004325	ferrochelatase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08294.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	16801547	IMP: Inferred from Mutant Phenotype
NCU08294.7	biological_process	GO:0070787	conidiophore development	16801547	IMP: Inferred from Mutant Phenotype
NCU08294.7	biological_process	GO:0071998	ascospore release from ascus	16801547	IMP: Inferred from Mutant Phenotype
NCU08294.7	molecular_function	GO:0016563	transcription activator activity	8662193	IDA: Inferred from Direct Assay
NCU08294.7	molecular_function	GO:0019904	protein domain specific binding	9632783	IDA: Inferred from Direct Assay
NCU08296.7	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
NCU08296.7	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
NCU08297.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU08297.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08297.7	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
NCU08297.7	cellular_component	GO:0005940	septin ring	None	ISS: Inferred from Sequence or Structural Similarity
NCU08297.7	cellular_component	GO:0031105	septin complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU08297.7	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08297.7	molecular_function	GO:0005545	1-phosphatidylinositol binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08299.7	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
NCU08299.7	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	IPI: Inferred from Physical Interaction
NCU08299.7	molecular_function	GO:0003735	structural constituent of ribosome	16451194	IPI: Inferred from Physical Interaction
NCU08301.7	biological_process	GO:0006470	protein dephosphorylation	19020516	IMP: Inferred from Mutant Phenotype
NCU08301.7	biological_process	GO:0006807	nitrogen compound metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08301.7	biological_process	GO:0042752	regulation of circadian rhythm	19020516	IMP: Inferred from Mutant Phenotype
NCU08301.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU08301.7	cellular_component	GO:0005737	cytoplasm	19020516	IDA: Inferred from Direct Assay
NCU08301.7	molecular_function	GO:0004722	protein serine/threonine phosphatase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08325.7	molecular_function	GO:0015317	phosphate:hydrogen symporter activity	7732001	IMP: Inferred from Mutant Phenotype
NCU08329.7	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
NCU08329.7	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
NCU08329.7	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	IPI: Inferred from Physical Interaction
NCU08329.7	molecular_function	GO:0003735	structural constituent of ribosome	16451194	IPI: Inferred from Physical Interaction
NCU08332.7	biological_process	GO:0009268	response to pH	19071122	IEP: Inferred from Expression Pattern
NCU08332.7	biological_process	GO:0019835	cytolysis	10783241	IMP: Inferred from Mutant Phenotype
NCU08332.7	biological_process	GO:0048315	conidium formation	11273682	IMP: Inferred from Mutant Phenotype
NCU08332.7	cellular_component	GO:0005777	peroxisome	15800068	IEP: Inferred from Expression Pattern
NCU08332.7	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
NCU08332.7	cellular_component	GO:0044464	cell part	21296914	NR: Not Recorded
NCU08332.7	molecular_function	GO:0005198	structural molecule activity	21296914	IC: Inferred by Curator
NCU08336.7	biological_process	GO:0006099	tricarboxylic acid cycle	None	ISS: Inferred from Sequence or Structural Similarity
NCU08336.7	biological_process	GO:0006121	mitochondrial electron transport, succinate to ubiquinone	None	ISS: Inferred from Sequence or Structural Similarity
NCU08336.7	cellular_component	GO:0005739	mitochondrion	17873079	IDA: Inferred from Direct Assay
NCU08336.7	cellular_component	GO:0005749	mitochondrial respiratory chain complex II	None	ISS: Inferred from Sequence or Structural Similarity
NCU08336.7	molecular_function	GO:0008177	succinate dehydrogenase (ubiquinone) activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08340.7	cellular_component	GO:0005886	plasma membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08340.7	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
NCU08340.7	molecular_function	GO:0003924	GTPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08340.7	molecular_function	GO:0005057	receptor signaling protein activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08340.7	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08342.7	biological_process	GO:0000338	protein deneddylation	21151958	IMP: Inferred from Mutant Phenotype
NCU08342.7	biological_process	GO:0040009	regulation of growth rate	21151958	IMP: Inferred from Mutant Phenotype
NCU08342.7	biological_process	GO:0042752	regulation of circadian rhythm	21151958	IMP: Inferred from Mutant Phenotype
NCU08342.7	biological_process	GO:0043153	entrainment of circadian clock by photoperiod	21151958	IMP: Inferred from Mutant Phenotype
NCU08342.7	biological_process	GO:0048315	conidium formation	21151958	IMP: Inferred from Mutant Phenotype
NCU08342.7	biological_process	GO:0070787	conidiophore development	21151958	IMP: Inferred from Mutant Phenotype
NCU08342.7	cellular_component	GO:0008180	signalosome	21151958	TAS: Traceable Author Statement
NCU08344.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08344.7	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU08344.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08346.7	biological_process	GO:0006974	response to DNA damage stimulus	18790091	IMP: Inferred from Mutant Phenotype
NCU08346.7	biological_process	GO:0009651	response to salt stress	21965514	IMP: Inferred from Mutant Phenotype
NCU08346.7	biological_process	GO:0009847	spore germination	18790091	IMP: Inferred from Mutant Phenotype
NCU08346.7	biological_process	GO:0070787	conidiophore development	21965514	IMP: Inferred from Mutant Phenotype
NCU08351.7	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
NCU08352.7	biological_process	GO:0006979	response to oxidative stress	None	ISS: Inferred from Sequence or Structural Similarity
NCU08352.7	biological_process	GO:0010378	temperature compensation of the circadian clock	9136004	IMP: Inferred from Mutant Phenotype
NCU08352.7	biological_process	GO:0042752	regulation of circadian rhythm	9136004	IMP: Inferred from Mutant Phenotype
NCU08352.7	biological_process	GO:0045454	cell redox homeostasis	None	ISS: Inferred from Sequence or Structural Similarity
NCU08352.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08352.7	molecular_function	GO:0004791	thioredoxin-disulfide reductase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08352.7	molecular_function	GO:0008198	ferrous iron binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08354.7	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
NCU08356.7	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
NCU08359.7	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
NCU08377.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	12456011	IMP: Inferred from Mutant Phenotype
NCU08377.7	biological_process	GO:0005979	regulation of glycogen biosynthetic process	19883780	IMP: Inferred from Mutant Phenotype
NCU08377.7	biological_process	GO:0005991	trehalose metabolic process	11356572	IMP: Inferred from Mutant Phenotype
NCU08377.7	biological_process	GO:0009408	response to heat	12456011	IMP: Inferred from Mutant Phenotype
NCU08384.7	biological_process	GO:0042732	D-xylose metabolic process	15746370	IDA: Inferred from Direct Assay
NCU08384.7	molecular_function	GO:0070402	NADPH binding	8620033	IDA: Inferred from Direct Assay
NCU08389.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08389.7	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU08389.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08395.7	biological_process	GO:0000375	RNA splicing, via transesterification reactions	None	ISS: Inferred from Sequence or Structural Similarity
NCU08395.7	biological_process	GO:0000398	nuclear mRNA splicing, via spliceosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08395.7	biological_process	GO:0044030	regulation of DNA methylation	9738881	IMP: Inferred from Mutant Phenotype
NCU08395.7	cellular_component	GO:0005682	U5 snRNP	None	ISS: Inferred from Sequence or Structural Similarity
NCU08395.7	cellular_component	GO:0046540	U4/U6 x U5 tri-snRNP complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU08409.7	biological_process	GO:0000162	tryptophan biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08409.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU08409.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08409.7	molecular_function	GO:0004834	tryptophan synthase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08410.7	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
NCU08418.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08427.7	biological_process	GO:0006272	leading strand elongation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08427.7	biological_process	GO:0006298	mismatch repair	None	ISS: Inferred from Sequence or Structural Similarity
NCU08427.7	biological_process	GO:0007062	sister chromatid cohesion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08427.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU08427.7	cellular_component	GO:0005663	DNA replication factor C complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU08427.7	molecular_function	GO:0003689	DNA clamp loader activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08427.7	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08434.7	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
NCU08435.7	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
NCU08440.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08455.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08457.7	biological_process	GO:0006995	cellular response to nitrogen starvation	9417102	IEP: Inferred from Expression Pattern
NCU08457.7	biological_process	GO:0009416	response to light stimulus	12180913	IEP: Inferred from Expression Pattern
NCU08457.7	biological_process	GO:0010034	response to acetate	14599890	IEP: Inferred from Expression Pattern
NCU08457.7	biological_process	GO:0032922	circadian regulation of gene expression	11532152	IMP: Inferred from Mutant Phenotype
NCU08468.7	biological_process	GO:0030448	hyphal growth	22291944	IMP: Inferred from Mutant Phenotype
NCU08468.7	biological_process	GO:0048315	conidium formation	22291944	IMP: Inferred from Mutant Phenotype
NCU08468.7	cellular_component	GO:0001411	hyphal tip	22291944	IDA: Inferred from Direct Assay
NCU08468.7	cellular_component	GO:0005826	actomyosin contractile ring	22291944	IDA: Inferred from Direct Assay
NCU08468.7	cellular_component	GO:0045177	apical part of cell	22291944	IDA: Inferred from Direct Assay
NCU08471.7	biological_process	GO:0006099	tricarboxylic acid cycle	None	ISS: Inferred from Sequence or Structural Similarity
NCU08471.7	biological_process	GO:0006104	succinyl-CoA metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08471.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08471.7	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
NCU08471.7	molecular_function	GO:0004775	succinate-CoA ligase (ADP-forming) activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08477.7	biological_process	GO:0006461	protein complex assembly	None	ISS: Inferred from Sequence or Structural Similarity
NCU08477.7	biological_process	GO:0006888	ER to Golgi vesicle-mediated transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU08477.7	cellular_component	GO:0000139	Golgi membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08477.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08477.7	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
NCU08477.7	cellular_component	GO:0005789	endoplasmic reticulum membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08477.7	molecular_function	GO:0003924	GTPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08480.7	biological_process	GO:0009408	response to heat	18586951	IMP: Inferred from Mutant Phenotype
NCU08480.7	biological_process	GO:0009416	response to light stimulus	20675579	IEP: Inferred from Expression Pattern
NCU08480.7	biological_process	GO:0048315	conidium formation	18586951	IMP: Inferred from Mutant Phenotype
NCU08500.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08500.7	cellular_component	GO:0022627	cytosolic small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU08500.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08501.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08502.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08502.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU08502.7	cellular_component	GO:0022627	cytosolic small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU08502.7	molecular_function	GO:0003723	RNA binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08502.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08502.7	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08503.7	biological_process	GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	None	ISS: Inferred from Sequence or Structural Similarity
NCU08503.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08512.7	biological_process	GO:0009408	response to heat	18586951	IEP: Inferred from Expression Pattern
NCU08515.7	biological_process	GO:0006874	cellular calcium ion homeostasis	None	ISS: Inferred from Sequence or Structural Similarity
NCU08515.7	biological_process	GO:0007035	vacuolar acidification	None	ISS: Inferred from Sequence or Structural Similarity
NCU08515.7	cellular_component	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	None	IC: Inferred by Curator
NCU08515.7	cellular_component	GO:0000324	fungal-type vacuole	None	IC: Inferred by Curator
NCU08515.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08515.7	molecular_function	GO:0046961	proton-transporting ATPase activity, rotational mechanism	None	ISS: Inferred from Sequence or Structural Similarity
NCU08535.7	biological_process	GO:0006606	protein import into nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU08535.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08535.7	cellular_component	GO:0005789	endoplasmic reticulum membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08535.7	molecular_function	GO:0003989	acetyl-CoA carboxylase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08535.7	molecular_function	GO:0004075	biotin carboxylase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08549.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08552.7	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
NCU08552.7	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	ISS: Inferred from Sequence or Structural Similarity
NCU08552.7	molecular_function	GO:0003735	structural constituent of ribosome	16451194	ISS: Inferred from Sequence or Structural Similarity
NCU08554.7	biological_process	GO:0006457	protein folding	9822668	IDA: Inferred from Direct Assay
NCU08554.7	molecular_function	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	9822668	IDA: Inferred from Direct Assay
NCU08561.7	biological_process	GO:0015741	fumarate transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU08561.7	biological_process	GO:0015744	succinate transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU08561.7	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
NCU08561.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU08561.7	molecular_function	GO:0005469	succinate:fumarate antiporter activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08563.7	biological_process	GO:0010438	cellular response to sulfur starvation	1975945	IEP: Inferred from Expression Pattern
NCU08563.7	biological_process	GO:0042762	regulation of sulfur metabolic process	12477788	IMP: Inferred from Mutant Phenotype
NCU08563.7	cellular_component	GO:0019005	SCF ubiquitin ligase complex	12477788	IPI: Inferred from Physical Interaction
NCU08566.7	biological_process	GO:0000768	syncytium formation by plasma membrane fusion	21666072	IMP: Inferred from Mutant Phenotype
NCU08566.7	biological_process	GO:0006997	nucleus organization	10512672	IMP: Inferred from Mutant Phenotype
NCU08566.7	biological_process	GO:0007005	mitochondrion organization	10512672	IMP: Inferred from Mutant Phenotype
NCU08566.7	biological_process	GO:0007097	nuclear migration	10361308	IMP: Inferred from Mutant Phenotype
NCU08566.7	biological_process	GO:0009847	spore germination	10512672	IMP: Inferred from Mutant Phenotype
NCU08578.7	biological_process	GO:0006887	exocytosis	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	biological_process	GO:0006892	post-Golgi vesicle-mediated transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	biological_process	GO:0006897	endocytosis	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	biological_process	GO:0015918	sterol transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	biological_process	GO:0030011	maintenance of cell polarity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	cellular_component	GO:0000139	Golgi membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	cellular_component	GO:0019898	extrinsic to membrane	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	molecular_function	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	molecular_function	GO:0008142	oxysterol binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08578.7	molecular_function	GO:0015485	cholesterol binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU08598.7	biological_process	GO:0006281	DNA repair	12589473	IMP: Inferred from Mutant Phenotype
NCU08598.7	biological_process	GO:0006301	postreplication repair	14595518	IGI: Inferred from Genetic Interaction
NCU08598.7	biological_process	GO:0006302	double-strand break repair	14595518	IGI: Inferred from Genetic Interaction
NCU08598.7	biological_process	GO:0016441	posttranscriptional gene silencing	10600745	IGI: Inferred from Genetic Interaction
NCU08598.7	biological_process	GO:0016441	posttranscriptional gene silencing	9294193	IMP: Inferred from Mutant Phenotype
NCU08598.7	biological_process	GO:0030422	production of siRNA involved in RNA interference	11937487	IMP: Inferred from Mutant Phenotype
NCU08605.7	biological_process	GO:0006511	ubiquitin-dependent protein catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU08605.7	cellular_component	GO:0019774	proteasome core complex, beta-subunit complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU08605.7	molecular_function	GO:0004175	endopeptidase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08611.7	cellular_component	GO:0005829	cytosol	19493307	IEP: Inferred from Expression Pattern
NCU08616.7	biological_process	GO:0006360	transcription from RNA polymerase I promoter	None	ISS: Inferred from Sequence or Structural Similarity
NCU08616.7	biological_process	GO:0042752	regulation of circadian rhythm	9749669	IMP: Inferred from Mutant Phenotype
NCU08616.7	cellular_component	GO:0005736	DNA-directed RNA polymerase I complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU08616.7	molecular_function	GO:0003899	DNA-directed RNA polymerase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU08620.7	biological_process	GO:0000723	telomere maintenance	None	ISS: Inferred from Sequence or Structural Similarity
NCU08620.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08620.7	cellular_component	GO:0022627	cytosolic small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU08620.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08626.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU08627.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU08627.7	cellular_component	GO:0022627	cytosolic small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU08627.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU08651.7	biological_process	GO:0030448	hyphal growth	16801547	IMP: Inferred from Mutant Phenotype
NCU08663.7	biological_process	GO:0000027	ribosomal large subunit assembly	None	ISS: Inferred from Sequence or Structural Similarity
NCU08663.7	biological_process	GO:0000055	ribosomal large subunit export from nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU08663.7	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
NCU08663.7	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU08663.7	molecular_function	GO:0043023	ribosomal large subunit binding	None	ISS: Inferred from Sequence or Structural Similarity
