Locus	Symbol	FunCatId	FunCatName
NCU02276	bdp-2	11.02.03.04	transcriptional control
NCU02276	bdp-2	70.10	nucleus
NCU10497	ti	01.05	C-compound and carbohydrate metabolism
NCU10497	ti	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU08760	gh61-5	01.05.03	polysaccharide metabolism
NCU01611	None	01.01	amino acid metabolism
NCU05889	eif3e	12.04.01	translation initiation
NCU05889	eif3e	14.13	protein/peptide degradation
NCU05889	eif3e	40.01	cell growth / morphogenesis
NCU01713	alf1	43.01.03	fungal and other eukaryotic cell type differentiation
NCU01713	alf1	43.01.03.05	budding, cell polarity and filament formation
NCU00517	div-15	10.03.01.03	cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle)
NCU06556	None	20.01.15	electron transport
NCU06556	None	32.07	detoxification
NCU00417	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU07365	pcb-7	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU07365	pcb-7	70.03	cytoplasm
NCU07365	pcb-7	70.10	nucleus
NCU03695	chol-8	01.06	lipid, fatty acid and isoprenoid metabolism
NCU03695	chol-8	70.16	mitochondrion
NCU05944	None	11.02.03.04	transcriptional control
NCU05944	None	70.10	nucleus
NCU01321	None	11	TRANSCRIPTION
NCU04395	gh30-1	01.05	C-compound and carbohydrate metabolism
NCU06943	rbg-17	11.02.01	rRNA synthesis
NCU06943	rbg-17	11.04.01	rRNA processing
NCU06943	rbg-17	70.10	nucleus
NCU02084	None	01.01.05.01.01	biosynthesis of polyamines
NCU07351	gh67-1	01.05.03	polysaccharide metabolism
NCU07351	gh67-1	01.25.01	extracellular polysaccharide degradation
NCU07351	gh67-1	70.27	extracellular / secretion proteins
NCU03354	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU03354	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU09935	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02778	gh47-1	01.05	C-compound and carbohydrate metabolism
NCU02778	gh47-1	14.07	protein modification
NCU02778	gh47-1	70.07	endoplasmic reticulum
NCU09102	None	12	PROTEIN SYNTHESIS
NCU09102	None	14.07.09	posttranslational modification of amino acids (e.g. hydroxylation, methylation)
NCU06504	gh16-8	01.05	C-compound and carbohydrate metabolism
NCU03576	hym-1	43.01.03	fungal and other eukaryotic cell type differentiation
NCU03576	hym-1	43.01.03.09	development of asco- basidio- or zygospore
NCU09551	None	20.01.27	drug/toxin transport
NCU09551	None	20.09.16	cellular export and secretion
NCU09551	None	32.05.01	resistance proteins
NCU09551	None	32.07.05	detoxification by export
NCU08923	None	11.02.03.04	transcriptional control
NCU08923	None	12.01	ribosome biogenesis
NCU08923	None	16.03.01	DNA binding
NCU08923	None	30.01	cellular signalling
NCU03335	djc-1	14.01	protein folding and stabilization
NCU08552	mrp-41	12.01.01	ribosomal proteins
NCU08552	mrp-41	70.03	cytoplasm
NCU02003	tef-1	12.04	translation
NCU03956	rpo-3	11.02.03.01	general transcription activities
NCU03956	rpo-3	70.10	nucleus
NCU01072	None	01.20.01.09	metabolism of aminoglycoside antibiotics
NCU05776	aap-3	20.01.03	C-compound and carbohydrate transport
NCU05776	aap-3	20.01.13	lipid/fatty acid transport
NCU01788	None	01.05	C-compound and carbohydrate metabolism
NCU01788	None	20.01.03	C-compound and carbohydrate transport
NCU03194	ad-3B	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism
NCU04304	None	20.03.01	channel / pore class transport
NCU04304	None	20.09.04	mitochondrial transport
NCU04304	None	70.16	mitochondrion
NCU09184	None	01.01.09.06.02	degradation of tryptophan
NCU09184	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU02683	None	10.01.03	DNA synthesis and replication
NCU02683	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU02053	mus-42	10.01.05.01	DNA repair
NCU04847	div-9	10.03.01	mitotic cell cycle and cell cycle control
NCU00880	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU00880	None	18.02.01.01	enzyme activator
NCU03922	erg-13	01.06.06	isoprenoid metabolism
NCU09324	chs-4	01.05.09.04	aminosaccharide anabolism
NCU09324	chs-4	42.01	cell wall
NCU04814	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU03223	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU03223	None	20.09	transport routes
NCU03223	None	70.07	endoplasmic reticulum
NCU05858	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU09612	None	02.11	electron transport and membrane-associated energy conservation
NCU09612	None	02.13.03	aerobic respiration
NCU09612	None	20.03.22	transport ATPases
NCU09612	None	70.16	mitochondrion
NCU03625	None	11.02.03	mRNA synthesis
NCU03625	None	11.04.03.01	splicing
NCU02042	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU00444	None	01.04.04	regulation of phosphate metabolism
NCU00444	None	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU00444	None	10.03.01	mitotic cell cycle and cell cycle control
NCU00444	None	11.02.03.01	general transcription activities
NCU00444	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU00444	None	70.10	nucleus
NCU05554	un-25	12.01.01	ribosomal proteins
NCU05554	un-25	70.03	cytoplasm
NCU06355	None	20.01.21	RNA transport
NCU06355	None	20.09.01	nuclear transport
NCU06355	None	70.03	cytoplasm
NCU06355	None	70.10	nucleus
NCU02808	nup-15	20.09.01	nuclear transport
NCU02808	nup-15	70.10	nucleus
NCU04779	crp-41	12.01	ribosome biogenesis
NCU04779	crp-41	70.03	cytoplasm
NCU03269	stk-3	18.02.01.01	enzyme activator
NCU00794	None	16.01	protein binding
NCU00794	None	18.02.01	enzymatic activity regulation / enzyme regulator
NCU00794	None	30.05.02.14	Notch-receptor signalling pathway
NCU00794	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU01757	None	01.01.06	metabolism of the aspartate family
NCU01757	None	01.02	nitrogen, sulfur and selenium metabolism
NCU09192	None	01.06.02.01	phospholipid metabolism
NCU04269	apr-6	14.13	protein/peptide degradation
NCU09643	chol-9	01.06	lipid, fatty acid and isoprenoid metabolism
NCU09643	chol-9	70.07	endoplasmic reticulum
NCU09643	chol-9	70.16	mitochondrion
NCU07889	rnp-5	11.04.03.03	5'-end processing
NCU00202	cor1	42.04.03	actin cytoskeleton
NCU00202	cor1	70.04	cytoskeleton
NCU01494	sut-3	20.01.03	C-compound and carbohydrate transport
NCU01494	sut-3	20.09.16	cellular export and secretion
NCU01494	sut-3	20.09.18.07	non-vesicular cellular import
NCU00244	gt8-1	01.05.03	polysaccharide metabolism
NCU01803	None	14.07	protein modification
NCU01803	None	14.13	protein/peptide degradation
NCU02117	sym1	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02614	nup-13	14.01	protein folding and stabilization
NCU02480	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU01452	crp-8	12.01.01	ribosomal proteins
NCU02136	None	01.05	C-compound and carbohydrate metabolism
NCU02136	None	02.07	pentose-phosphate pathway
NCU02136	None	70.03	cytoplasm
NCU05585	None	20.01.03	C-compound and carbohydrate transport
NCU05585	None	20.09.18.07	non-vesicular cellular import
NCU05585	None	70.02	eukaryotic plasma membrane / membrane attached
NCU03938	aod-5	11.02.03.04	transcriptional control
NCU03938	aod-5	70.10	nucleus
NCU03218	vsp-5	14.04	protein targeting, sorting and translocation
NCU09093	None	11.04.03.01	splicing
NCU09093	None	40.01	cell growth / morphogenesis
NCU09093	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU09093	None	70.10	nucleus
NCU11405	gh71-3	01.05.03	polysaccharide metabolism
NCU11405	gh71-3	01.25.01	extracellular polysaccharide degradation
NCU02502	None	01.06.06.11	tetracyclic and pentacyclic triterpenes (cholesterin, steroids and hopanoids) metabolism
NCU07589	None	01.01.03	assimilation of ammonia, metabolism of the glutamate group
NCU08944	None	14.07.04	modification by acetylation, deacetylation
NCU02803	msp-19	11.04.03.01	splicing
NCU02803	msp-19	16.19.03	ATP binding
NCU02411	pct	16.01	protein binding
NCU01468	eif2B-d	12.04.01	translation initiation
NCU01468	eif2B-d	12.07	translational control
NCU01468	eif2B-d	18.02.03	guanyl-nucleotide exchange factor (GEF)
NCU06520	drh-5	11.04.01	rRNA processing
NCU06520	drh-5	12.01	ribosome biogenesis
NCU07999	gpip-2	42.01	cell wall
NCU01460	None	10.01.03	DNA synthesis and replication
NCU08928	msp-42	11.02.03	mRNA synthesis
NCU08928	msp-42	11.04.03.01	splicing
NCU04211	None	11.02.03.04	transcriptional control
NCU04211	None	32.01	stress response
NCU03310	phb-2	10.03.01	mitotic cell cycle and cell cycle control
NCU03310	phb-2	70.16	mitochondrion
NCU03719	None	11.02.03.04	transcriptional control
NCU00755	None	20.01.27	drug/toxin transport
NCU00755	None	32.07.05	detoxification by export
NCU07982	als	01.01.11.02.01	biosynthesis of isoleucine
NCU07982	als	01.01.11.03.01	biosynthesis of valine
NCU00690	None	11.04.01	rRNA processing
NCU00690	None	11.04.02	tRNA processing
NCU00690	None	70.10	nucleus
NCU01632	aro-9	01.01.09	metabolism of the cysteine - aromatic group
NCU05292	ddi-1	32.01	stress response
NCU07066	mus-44	10.01.05.01	DNA repair
NCU07066	mus-44	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU07452	None	01.02.02.09	catabolism of nitrogenous compounds
NCU00931	None	12.10	aminoacyl-tRNA-synthetases
NCU07383	None	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU07383	None	11.02.03.04	transcriptional control
NCU07383	None	70.10	nucleus
NCU02496	div-12	10.03.01.01.11	M phase
NCU02496	div-12	30.01.05.01	protein kinase
NCU06616	None	01.05	C-compound and carbohydrate metabolism
NCU06616	None	70.03	cytoplasm
NCU04514	None	30.01.05.05	G-protein mediated signal transduction
NCU07953	aod-1	02.13	respiration
NCU07953	aod-1	70.16	mitochondrion
NCU11176	None	42.04.03	actin cytoskeleton
NCU09313	sec10	20.09.16	cellular export and secretion
NCU00553	None	30.01.05.05	G-protein mediated signal transduction
NCU06091	vps74	20.09.13	vacuolar/lysosomal transport
NCU01173	None	01.03.16.01	RNA degradation
NCU01763	None	20.01.13	lipid/fatty acid transport
NCU01763	None	20.03	transport facilities
NCU10007	acu-9	01.05	C-compound and carbohydrate metabolism
NCU10007	acu-9	02.04	glyoxylate cycle
NCU06199	None	11.04.03.11	control of mRNA stability
NCU06199	None	16.03.03	RNA binding
NCU00170	None	14.01	protein folding and stabilization
NCU07538	None	70.02	eukaryotic plasma membrane / membrane attached
NCU07538	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU04165	None	32.01	stress response
NCU03752	None	01.06.06.11	tetracyclic and pentacyclic triterpenes (cholesterin, steroids and hopanoids) metabolism
NCU02541	None	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU02541	None	20.09.16	cellular export and secretion
NCU03219	spr-3	14.07.11	protein processing (proteolytic)
NCU00152	bud4	43.01.03.05	budding, cell polarity and filament formation
NCU00152	bud4	70.01	cell wall
NCU08616	un-18	11.02.01	rRNA synthesis
NCU08616	un-18	16.03.01	DNA binding
NCU08616	un-18	34.11.11	rhythm (e.g. circadian, ultradian)
NCU08616	un-18	70.10	nucleus
NCU01238	None	11.02.03.04	transcriptional control
NCU03633	erg-12	01.06.06	isoprenoid metabolism
NCU03130	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU03130	None	43.01.03.05	budding, cell polarity and filament formation
NCU06168	dph-2	01.01	amino acid metabolism
NCU07562	None	12.01	ribosome biogenesis
NCU07562	None	70.03	cytoplasm
NCU02546	nog2	16.19.05	GTP binding
NCU06063	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU06051	None	02.13	respiration
NCU03803	None	01.05	C-compound and carbohydrate metabolism
NCU08742	mus-43	10.01.05.01	DNA repair
NCU08742	mus-43	70.10	nucleus
NCU07330	None	20.03.01	channel / pore class transport
NCU07330	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU07330	None	70.22	endosome
NCU04636	egt-3	11.02.02	tRNA synthesis
NCU04636	egt-3	11.04.02	tRNA processing
NCU04636	egt-3	70.16	mitochondrion
NCU01353	gh16-1	01.05	C-compound and carbohydrate metabolism
NCU06843	crp-37	12.01.01	ribosomal proteins
NCU09897	vma-5	14.10	assembly of protein complexes
NCU09897	vma-5	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU09897	vma-5	20.03.22	transport ATPases
NCU09897	vma-5	20.09.13	vacuolar/lysosomal transport
NCU09897	vma-5	34.01.01.03	homeostasis of protons
NCU09897	vma-5	70.25	vacuole or lysosome
NCU08045	chol-1	01.06	lipid, fatty acid and isoprenoid metabolism
NCU08752	cea-8	01.06	lipid, fatty acid and isoprenoid metabolism
NCU11234	None	12.04.01	translation initiation
NCU01451	None	70.10	nucleus
NCU08708	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU08097	gh55-5	01.05.03	polysaccharide metabolism
NCU08097	gh55-5	32.05.05	virulence, disease factors
NCU09309	pcb-5	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU06003	None	01.05	C-compound and carbohydrate metabolism
NCU06003	None	42.01	cell wall
NCU09318	None	10.01.05.01	DNA repair
NCU09318	None	16.03.01	DNA binding
NCU09318	None	16.19.03	ATP binding
NCU06697	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU06697	None	70.25	vacuole or lysosome
NCU00077	mus-52	10.01.02	DNA topology
NCU00077	mus-52	16.03.01	DNA binding
NCU06654	None	10.01.05.01	DNA repair
NCU06654	None	32.01	stress response
NCU04646	dnp-2	10.01.03	DNA synthesis and replication
NCU04646	dnp-2	70.10	nucleus
NCU06866	None	12.10	aminoacyl-tRNA-synthetases
NCU06866	None	70.16	mitochondrion
NCU07392	adv-1	16.03.01	DNA binding
NCU07392	adv-1	16.17.09	heavy metal binding (Cu, Fe, Zn)
NCU07392	adv-1	41.01.03.01	fruit body development (sexually or asexually derived spores)
NCU07392	adv-1	70.10	nucleus
NCU01779	None	01.02	nitrogen, sulfur and selenium metabolism
NCU01779	None	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU08946	phb-1	10.01.03	DNA synthesis and replication
NCU08946	phb-1	10.03.01	mitotic cell cycle and cell cycle control
NCU07624	nst-7	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU04807	None	32.01	stress response
NCU00602	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU08269	pdx-4	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU04033	None	42.01	cell wall
NCU04033	None	70.01	cell wall
NCU08060	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU08060	None	20.01.15	electron transport
NCU03944	None	32.01	stress response
NCU03901	pex14	70.19	peroxisome
NCU02927	None	01.05	C-compound and carbohydrate metabolism
NCU16790	None	11.02.03.04	transcriptional control
NCU16790	None	70.10	nucleus
NCU00679	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU06743	crp-18	12.01.01	ribosomal proteins
NCU04411	trp-4	01.01.09.06.01	biosynthesis of tryptophan
NCU06552	alg-3	01.05	C-compound and carbohydrate metabolism
NCU06552	alg-3	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU06552	alg-3	70.07	endoplasmic reticulum
NCU08604	nup-30	20.09.01	nuclear transport
NCU08604	nup-30	42.10.05	nuclear membrane
NCU08604	nup-30	70.10.05	nuclear membrane
NCU04182	msp-27	11.02.03	mRNA synthesis
NCU04182	msp-27	11.04.03.01	splicing
NCU10107	None	01.05	C-compound and carbohydrate metabolism
NCU10107	None	02.07	pentose-phosphate pathway
NCU04005	prk-7	10.01.05.01	DNA repair
NCU04005	prk-7	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU09748	None	11.02.03.01.01	transcription initiation
NCU09748	None	70.10	nucleus
NCU02216	gh76-6	42.01	cell wall
NCU02195	aap-23	20.01.07	amino acid/amino acid derivatives transport
NCU02195	aap-23	20.09.18.07	non-vesicular cellular import
NCU02195	aap-23	70.02	eukaryotic plasma membrane / membrane attached
NCU17269	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU08878	div-17	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU08878	div-17	16.19.05	GTP binding
NCU03475	None	32.05.05	virulence, disease factors
NCU07253	gh72-4	01.05	C-compound and carbohydrate metabolism
NCU07253	gh72-4	42.01	cell wall
NCU04606	nup-24	11.02.03	mRNA synthesis
NCU04606	nup-24	11.04.03.01	splicing
NCU06374	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU08003	None	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU08003	None	11.02.03.04	transcriptional control
NCU08003	None	70.10	nucleus
NCU05733	acr-2	32.05.01.03	chemical agent resistance
NCU03170	nit-8	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU06101	None	18.02.01	enzymatic activity regulation / enzyme regulator
NCU06101	None	40.01	cell growth / morphogenesis
NCU07756	tca-11	02.11	electron transport and membrane-associated energy conservation
NCU07756	tca-11	02.13.03	aerobic respiration
NCU07756	tca-11	70.16	mitochondrion
NCU02031	cyp450-5	02.45	energy conversion and regeneration
NCU01768	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU08232	gt32-1	01.05	C-compound and carbohydrate metabolism
NCU08232	gt32-1	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU09002	nuo10.6	02.11	electron transport and membrane-associated energy conservation
NCU09002	nuo10.6	02.13.03	aerobic respiration
NCU09002	nuo10.6	20.01.15	electron transport
NCU07308	cel-1	01.06	lipid, fatty acid and isoprenoid metabolism
NCU07308	cel-1	70.03	cytoplasm
NCU08471	tca-9	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)
NCU06380	trm-42	18.02.01.02	enzyme inhibitor
NCU04791	None	01.05	C-compound and carbohydrate metabolism
NCU17186	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU08038	None	43.01.03.06	hyphae formation
NCU05263	None	11.02.03.01	general transcription activities
NCU00978	div-13	10.03.01	mitotic cell cycle and cell cycle control
NCU00978	div-13	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU00978	div-13	30.01	cellular signalling
NCU05291	None	14.07.04	modification by acetylation, deacetylation
NCU04379	cse-1	30.01	cellular signalling
NCU02539	cdc54	10.01.03	DNA synthesis and replication
NCU02539	cdc54	10.03.01	mitotic cell cycle and cell cycle control
NCU02539	cdc54	70.10	nucleus
NCU03380	drh-18	11.02.01	rRNA synthesis
NCU03380	drh-18	11.04.01	rRNA processing
NCU03380	drh-18	70.10	nucleus
NCU03855	None	11.02.03.04.03	transcription repression
NCU05830	aap-20	20.01.07	amino acid/amino acid derivatives transport
NCU05830	aap-20	20.09.18.07	non-vesicular cellular import
NCU05830	aap-20	70.02	eukaryotic plasma membrane / membrane attached
NCU01322	None	11.02.03.01	general transcription activities
NCU01322	None	70.10	nucleus
NCU09364	hsp30	32.01.05	heat shock response
NCU09364	hsp30	70.03	cytoplasm
NCU07654	paa-10	11.04.03.05	3'-end processing
NCU07654	paa-10	70.10	nucleus
NCU04368	wal-2	42.01	cell wall
NCU01960	matA-3	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU00799	None	01.01.06.05.01	biosynthesis of methionine
NCU00799	None	01.01.06.05.02	degradation of methionine
NCU03703	crp-49	12.01	ribosome biogenesis
NCU03703	crp-49	70.03	cytoplasm
NCU03502	None	11.02.03.04	transcriptional control
NCU06449	trk	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU06449	trk	20.09.18.07	non-vesicular cellular import
NCU06449	trk	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU06449	trk	70.02	eukaryotic plasma membrane / membrane attached
NCU00475	crp-24	12.01.01	ribosomal proteins
NCU06182	nrc-1	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU06182	nrc-1	30.01.05.01.03	MAPKKK cascade
NCU06182	nrc-1	43.01.03.07	development of conidia
NCU07366	None	01.05	C-compound and carbohydrate metabolism
NCU06998	rnp-6	11.04.03	mRNA processing (splicing, 5'-, 3'-end processing)
NCU06998	rnp-6	16.19	nucleotide/nucleoside/nucleobase binding
NCU00027	tsp-1	11.04.02	tRNA processing
NCU03911	fac-1	20.09.14.02	actin dependent transport
NCU01162	gh72-1	70.01	cell wall
NCU11320	None	01.01.03.03.01	biosynthesis of proline
NCU11320	None	01.01.03.03.02	degradation of proline
NCU11320	None	01.01.03.05.01	biosynthesis of arginine
NCU11320	None	01.01.03.05.02	degradation of arginine
NCU00957	acw-2	42.01	cell wall
NCU06522	sut-2	20.01.03	C-compound and carbohydrate transport
NCU06522	sut-2	20.09.18.07	non-vesicular cellular import
NCU06522	sut-2	70.02	eukaryotic plasma membrane / membrane attached
NCU05977	None	01.01.06.06.01.01	diaminopimelic acid pathway
NCU06695	cox-6	02.13	respiration
NCU06695	cox-6	20.01.15	electron transport
NCU06695	cox-6	20.03	transport facilities
NCU06695	cox-6	70.16	mitochondrion
NCU00579	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU01464	wal-1	42.01	cell wall
NCU09327	cyt-4	01.03.16	polynucleotide degradation
NCU09327	cyt-4	10.03.01	mitotic cell cycle and cell cycle control
NCU09327	cyt-4	10.03.04.05	chromosome segregation/division
NCU09327	cyt-4	11.04.03	mRNA processing (splicing, 5'-, 3'-end processing)
NCU09327	cyt-4	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU09327	cyt-4	70.16	mitochondrion
NCU01902	chi-1	42.01	cell wall
NCU03652	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU17177	gtt-1	01.06	lipid, fatty acid and isoprenoid metabolism
NCU17177	gtt-1	14.07.01	modification with fatty acids (e.g. myristylation, palmitylation, farnesylation)
NCU17177	gtt-1	70.03	cytoplasm
NCU00969	nuo17.8	02.11	electron transport and membrane-associated energy conservation
NCU00969	nuo17.8	02.13.03	aerobic respiration
NCU00969	nuo17.8	70.16	mitochondrion
NCU01036	sp	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU01036	sp	40.01	cell growth / morphogenesis
NCU09020	None	20.01.03.03	C4-dicarboxylate transport (e.g. malate, succinate, fumarate)
NCU09020	None	20.09.18.07	non-vesicular cellular import
NCU05340	None	01.02	nitrogen, sulfur and selenium metabolism
NCU06198	vtr-5	20.01.03	C-compound and carbohydrate transport
NCU06198	vtr-5	20.09.07	vesicular transport (Golgi network, etc.)
NCU00792	None	01.01.11.02.01	biosynthesis of isoleucine
NCU00792	None	01.01.11.02.02	degradation of isoleucine
NCU00792	None	01.01.11.03.01	biosynthesis of valine
NCU00792	None	01.01.11.03.02	degradation of valine
NCU00792	None	01.01.11.04.01	biosynthesis of leucine
NCU00792	None	01.01.11.04.02	degradation of leucine
NCU16720	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU02162	None	14.10	assembly of protein complexes
NCU02532	None	14.07.05	modification by ubiquitination, deubiquitination
NCU01516	grpe	14.01	protein folding and stabilization
NCU01516	grpe	32.01	stress response
NCU06918	None	20.01.17	nucleotide/nucleoside/nucleobase transport
NCU06918	None	20.09.18.07	non-vesicular cellular import
NCU06918	None	70.02	eukaryotic plasma membrane / membrane attached
NCU08121	None	12.01	ribosome biogenesis
NCU06821	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU06821	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU06821	None	43.01.03.09	development of asco- basidio- or zygospore
NCU04887	gt71-1	01.05.03	polysaccharide metabolism
NCU04887	gt71-1	40.01	cell growth / morphogenesis
NCU04887	gt71-1	70.08	Golgi
NCU07969	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU01160	drh-4	11	TRANSCRIPTION
NCU01160	drh-4	20.01.21	RNA transport
NCU01160	drh-4	20.09.01	nuclear transport
NCU07942	None	11.04.01	rRNA processing
NCU06132	None	20.01.01.01.01.01	siderophore-iron transport
NCU06132	None	20.09.18.07	non-vesicular cellular import
NCU06132	None	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU04318	None	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism
NCU03697	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU07399	stk-9	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU07399	stk-9	16.19.03	ATP binding
NCU06672	apg-5	42.25	vacuole or lysosome
NCU06672	apg-5	70.25	vacuole or lysosome
NCU01335	cdc15	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU01335	cdc15	70.10	nucleus
NCU05453	vtr-3	20.09.16	cellular export and secretion
NCU07280	ypk1	10.03.01	mitotic cell cycle and cell cycle control
NCU07280	ypk1	30.01.09.07	cAMP/cGMP mediated signal transduction
NCU07280	ypk1	34.11.12	perception of nutrients and nutritional adaptation
NCU01273	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU06605	None	10.01.05.01	DNA repair
NCU06605	None	16.03.01	DNA binding
NCU08120	None	12.01.01	ribosomal proteins
NCU08120	None	70.16	mitochondrion
NCU09497	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU02530	None	02.13	respiration
NCU02530	None	14.10	assembly of protein complexes
NCU02530	None	70.16	mitochondrion
NCU00502	atp-3	02.13	respiration
NCU00502	atp-3	20.03.22	transport ATPases
NCU00502	atp-3	34.01.01.03	homeostasis of protons
NCU00502	atp-3	70.16	mitochondrion
NCU01066	lao	01.01	amino acid metabolism
NCU06804	None	01.05.11.07.02	anaerobic aromate catabolism
NCU06652	None	01.05	C-compound and carbohydrate metabolism
NCU08148	None	20.01.17	nucleotide/nucleoside/nucleobase transport
NCU08148	None	20.03.02.02.01	proton driven symporter
NCU08148	None	70.02	eukaryotic plasma membrane / membrane attached
NCU00352	drs2	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU00352	drs2	20.03.22	transport ATPases
NCU00352	drs2	20.09.07	vesicular transport (Golgi network, etc.)
NCU00352	drs2	70.08	Golgi
NCU05717	mrp-71	12.01.01	ribosomal proteins
NCU05717	mrp-71	70.16	mitochondrion
NCU09814	nup-33	20.09.01	nuclear transport
NCU09814	nup-33	42.10.05	nuclear membrane
NCU00146	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU06486	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU06486	None	16.01	protein binding
NCU06486	None	30.01.09.03	Ca2+ mediated signal transduction
NCU09859	None	14.13	protein/peptide degradation
NCU07460	mob2-2	10	CELL CYCLE AND DNA PROCESSING
NCU05643	None	01.05	C-compound and carbohydrate metabolism
NCU05643	None	01.20	secondary metabolism
NCU07206	None	10.03.01	mitotic cell cycle and cell cycle control
NCU07206	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU07567	cpn-5	14.01	protein folding and stabilization
NCU10226	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU00968	None	14.04	protein targeting, sorting and translocation
NCU00968	None	70.07	endoplasmic reticulum
NCU04797	fbp-1	01.05	C-compound and carbohydrate metabolism
NCU04797	fbp-1	02.01.01	glycolysis methylglyoxal bypass
NCU00552	al-1	01.06.06.13	tetraterpenes (carotinoids) metabolism
NCU07927	mic-28	20.03	transport facilities
NCU07927	mic-28	20.09.04	mitochondrial transport
NCU07927	mic-28	70.16	mitochondrion
NCU07830	crp-2	12.01.01	ribosomal proteins
