OldLocus	OldGeneID	NewGeneID	NewLocus	PathwayID	PathwayName	URL
NCU05924.5	7000006085086833	7000007580570005	NCU05924.7	PWY2T-10	xylan degradation
NCU02274.5	7000006085100079	7000007580551651	NCU02274.7	PWY-3841	formylTHF biosynthesis II
NCU02274.5	7000006085100079	7000007580551651	NCU02274.7	PWY-2201	folate transformations
NCU02274.5	7000006085100079	7000007580551651	NCU02274.7	1CMET2-PWY	formylTHF biosynthesis I
NCU02280.5	7000006085100675	7000007580555264	NCU02280.7	PWY-4302	aerobic respiration -- electron donor III
NCU02280.5	7000006085100675	7000007580555264	NCU02280.7	PWY2T-14	aerobic xylose fermentation
NCU02280.5	7000006085100675	7000007580555264	NCU02280.7	PWY2T-15	aerobic xylose fermentation
NCU02280.5	7000006085100675	7000007580555264	NCU02280.7	PWY2T-2574	aerobic respiration
NCU02280.5	7000006085100675	7000007580555264	NCU02280.7	PWY-3781	aerobic respiration -- electron donor II
NCU02280.5	7000006085100675	7000007580555264	NCU02280.7	PWY2T-21	redox potential pathway
NCU02282.5	7000006085100686	7000007580540115	NCU02282.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU02282.5	7000006085100686	7000007580540115	NCU02282.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU02295.5	7000006085101113	7000007580571481	NCU02295.7	PWY-6352	3-phosphoinositide biosynthesis
NCU02296.5	7000006085101118	7000007580574415	NCU02296.7	PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)
NCU02299.5	7000006085101128	7000007580547505	NCU02299.7	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU02302.5	7000006085101803	7000007580551823	NCU02302.7	PWY-5669	phosphatidylethanolamine biosynthesis I
NCU02322.5	7000006085100106	7000007580543758	NCU02322.7	PWY-5659	GDP-mannose biosynthesis
NCU02322.5	7000006085100106	7000007580543758	NCU02322.7	MANNCAT-PWY	D-mannose degradation
NCU02325.5	7000006085100118	7000007580551797	NCU02325.7	PWY-841	purine nucleotides <i>de novo</i> biosynthesis II
NCU02333.5	7000006085100733	7000007580587364	NCU02333.7	ARG-PRO-PWY	arginine degradation VI (arginase 2 pathway)
NCU02366.5	7000006085101956	7000007580551639	NCU02366.7	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU02366.5	7000006085101956	7000007580551639	NCU02366.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU02366.5	7000006085101956	7000007580551639	NCU02366.7	FERMENTATION-PWY	mixed acid fermentation
NCU02369.5	7000006085100164	7000007580544091	NCU02369.7	PWY-1081	homogalacturonan degradation
NCU02380.5	7000006085100789	7000007580551439	NCU02380.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU02381.5	7000006085100794	7000007580584886	NCU02381.7	PWY-5669	phosphatidylethanolamine biosynthesis I
NCU02395.5	7000006085101216	7000007580577097	NCU02395.7	PWY-5189	tetrapyrrole biosynthesis II
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY-5081	tryptophan degradation VIII (to tryptophol)
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY3O-4108-1	tyrosine degradation III
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY-5082	methionine degradation III
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY-5079	phenylalanine degradation III
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY-5078	isoleucine degradation II
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY-5768	pyruvate fermentation to acetate VIII
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY2T-9	cellulose conversion to ethanol
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY-5486	pyruvate fermentation to ethanol II
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY2T-11	xylose conversion to ethanol
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY2T-1450	xylose fermentation
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY-5057	valine degradation II
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PWY-5076	leucine degradation III
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	ILEUDEG-PWY	isoleucine degradation I
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PWY-3841	formylTHF biosynthesis II
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PWY-2201	folate transformations
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	1CMET2-PWY	formylTHF biosynthesis I
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PWY2T-24	cysteine and methionine metabolism
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	VALDEG-PWY	valine degradation I
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PWY2T-15	aerobic xylose fermentation
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PWY2T-1450	xylose fermentation
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PWY-5084	2-ketoglutarate dehydrogenase complex
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PWY-5046	branched-chain &alpha;-keto acid dehydrogenase complex
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	GLYCLEAV-PWY	glycine cleavage complex
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PYRUVDEHYD-PWY	acetyl-CoA biosynthesis (from pyruvate)
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	PWY2T-2576	&alpha;-linolenate biosynthesis II (neurospora)
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	PWY-5996	oleate biosynthesis II (neurospora)
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	PWY-5997	&alpha;-linolenate biosynthesis
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	PWY-5995	linoleate biosynthesis I (plants)
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	PWY2T-20	linoleate biosynthesis I (fungi)
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	PWY-6000	&gamma;-linolenate biosynthesis II (animals)
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	TRIGLSYN-PWY	triacylglycerol biosynthesis
NCU02430.5	7000006085100897	7000007580543863	NCU02430.7	PWY-801	homocysteine and cysteine interconversion
NCU02430.5	7000006085100897	7000007580543863	NCU02430.7	PWY2T-24	cysteine and methionine metabolism
NCU02438.5	7000006085101293	7000007580568617	NCU02438.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU02438.5	7000006085101293	7000007580568617	NCU02438.7	PWY-5084	2-ketoglutarate dehydrogenase complex
NCU02468.5	7000006085177236	7000007580571882	NCU02468.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU02475.5	7000006085177312	7000007580587681	NCU02475.7	PWY-3841	formylTHF biosynthesis II
NCU02475.5	7000006085177312	7000007580587681	NCU02475.7	PWY-2201	folate transformations
NCU02475.5	7000006085177312	7000007580587681	NCU02475.7	1CMET2-PWY	formylTHF biosynthesis I
NCU02475.5	7000006085177312	7000007580587681	NCU02475.7	PWY2T-24	cysteine and methionine metabolism
NCU02475.5	7000006085177312	7000007580587681	NCU02475.7	GLYCLEAV-PWY	glycine cleavage complex
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY-5081	tryptophan degradation VIII (to tryptophol)
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY66-21	ethanol degradation II (cytosol)
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY2T-9	cellulose conversion to ethanol
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY-5486	pyruvate fermentation to ethanol II
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY2T-11	xylose conversion to ethanol
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY2T-1450	xylose fermentation
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	FERMENTATION-PWY	mixed acid fermentation
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY-5057	valine degradation II
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY-5076	leucine degradation III
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY-5078	isoleucine degradation II
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY-5079	phenylalanine degradation III
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY-5082	methionine degradation III
NCU02476.5	7000006085177323	7000007580568721	NCU02476.7	PWY3O-4108-1	tyrosine degradation III
NCU02482.5	7000006085180133	7000007580585441	NCU02482.7	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU02482.5	7000006085180133	7000007580585441	NCU02482.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU02482.5	7000006085180133	7000007580585441	NCU02482.7	FERMENTATION-PWY	mixed acid fermentation
NCU02482.5	7000006085180133	7000007580585441	NCU02482.7	PWY0-42	2-methylcitrate cycle I
NCU02514.5	7000006085186839	7000007580552519	NCU02514.7	PWY2T-14	aerobic xylose fermentation
NCU02514.5	7000006085186839	7000007580552519	NCU02514.7	PWY2T-15	aerobic xylose fermentation
NCU02514.5	7000006085186839	7000007580552519	NCU02514.7	PWY2T-2574	aerobic respiration
NCU02534.5	7000006085192423	7000007580577610	NCU02534.7	PWY-4302	aerobic respiration -- electron donor III
NCU02534.5	7000006085192423	7000007580577610	NCU02534.7	PWY2T-14	aerobic xylose fermentation
NCU02534.5	7000006085192423	7000007580577610	NCU02534.7	PWY2T-15	aerobic xylose fermentation
NCU02534.5	7000006085192423	7000007580577610	NCU02534.7	PWY2T-2574	aerobic respiration
NCU02534.5	7000006085192423	7000007580577610	NCU02534.7	PWY-3781	aerobic respiration -- electron donor II
NCU02534.5	7000006085192423	7000007580577610	NCU02534.7	PWY2T-21	redox potential pathway
NCU02542.5	7000006085192593	7000007580544872	NCU02542.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU02542.5	7000006085192593	7000007580544872	NCU02542.7	PWY-621-1	sucrose degradation III
NCU02564.5	7000006085104854	7000007580572092	NCU02564.7	CYSTSYN-PWY	cysteine biosynthesis I
NCU02564.5	7000006085104854	7000007580572092	NCU02564.7	PWY2T-24	cysteine and methionine metabolism
NCU02566.5	7000006085104862	7000007580568750	NCU02566.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU02571.5	7000006085105302	7000007580585583	NCU02571.7	PWY-5177	glutaryl-CoA degradation
NCU02571.5	7000006085105302	7000007580585583	NCU02571.7	PWY-922	mevalonate pathway I
NCU02571.5	7000006085105302	7000007580585583	NCU02571.7	P163-PWY	lysine fermentation to acetate and butyrate
NCU02571.5	7000006085105302	7000007580585583	NCU02571.7	ILEUDEG-PWY	isoleucine degradation I
NCU02583.5	7000006085105843	7000007580540325	NCU02583.7	GLYCOCAT-PWY	glycogen degradation I
NCU02585.5	7000006085105853	7000007580580442	NCU02585.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU02624.5	7000006085174113	7000007580565634	NCU02624.7	PWY-6074	zymosterol biosynthesis
NCU02629.5	7000006085174202	7000007580548280	NCU02629.7	PWY-6124	inosine-5'-phosphate biosynthesis II
NCU02639.5	7000006085177457	7000007580552644	NCU02639.7	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU02657.5	7000006085180491	7000007580579856	NCU02657.7	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
NCU02657.5	7000006085180491	7000007580579856	NCU02657.7	SAM-PWY	S-adenosylmethionine biosynthesis
NCU02657.5	7000006085180491	7000007580579856	NCU02657.7	METHIONINE-DEG1-PWY	methionine degradation I (to homocysteine)
NCU02657.5	7000006085180491	7000007580579856	NCU02657.7	PWY2T-24	cysteine and methionine metabolism
NCU02677.5	7000006085186961	7000007580548894	NCU02677.7	PWY-5686	uridine-5'-phosphate biosynthesis
NCU02677.5	7000006085186961	7000007580548894	NCU02677.7	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU02693.5	7000006085190194	7000007580562478	NCU02693.7	PWY-6074	zymosterol biosynthesis
NCU02704.5	7000006085192727	7000007580562824	NCU02704.7	ILEUDEG-PWY	isoleucine degradation I
NCU02704.5	7000006085192727	7000007580562824	NCU02704.7	VALDEG-PWY	valine degradation I
NCU02704.5	7000006085192727	7000007580562824	NCU02704.7	PWY-5046	branched-chain &alpha;-keto acid dehydrogenase complex
NCU02712.5	7000006085192812	7000007580540867	NCU02712.7	FERMENTATION-PWY	mixed acid fermentation
NCU02712.5	7000006085192812	7000007580540867	NCU02712.7	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU02712.5	7000006085192812	7000007580540867	NCU02712.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU02712.5	7000006085192812	7000007580540867	NCU02712.7	P163-PWY	lysine fermentation to acetate and butyrate
NCU02727.5	7000006085193744	7000007580555624	NCU02727.7	PWY-3841	formylTHF biosynthesis II
NCU02727.5	7000006085193744	7000007580555624	NCU02727.7	PWY-2201	folate transformations
NCU02727.5	7000006085193744	7000007580555624	NCU02727.7	1CMET2-PWY	formylTHF biosynthesis I
NCU02727.5	7000006085193744	7000007580555624	NCU02727.7	PWY2T-24	cysteine and methionine metabolism
NCU02727.5	7000006085193744	7000007580555624	NCU02727.7	GLYCLEAV-PWY	glycine cleavage complex
NCU02746.5	7000006085104930	7000007580562339	NCU02746.7	PWY2T-14	aerobic xylose fermentation
NCU02746.5	7000006085104930	7000007580562339	NCU02746.7	PWY2T-15	aerobic xylose fermentation
NCU02746.5	7000006085104930	7000007580562339	NCU02746.7	PWY2T-2574	aerobic respiration
NCU02771.5	7000006085189007	7000007580540799	NCU02771.7	HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I
NCU02785.5	7000006085185913	7000007580548434	NCU02785.7	PWY-6164	3-dehydroquinate biosynthesis I
NCU02785.5	7000006085185913	7000007580548434	NCU02785.7	ARO-PWY	chorismate biosynthesis I
NCU02786.5	7000006085182868	7000007580566233	NCU02786.7	PWY-6317	galactose degradation I (Leloir pathway)
NCU02797.5	7000006085195448	7000007580544607	NCU02797.7	PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)
NCU02797.5	7000006085195448	7000007580544607	NCU02797.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU02812.5	7000006085194900	7000007580552067	NCU02812.7	PWY-5687	pyrimidine ribonucleotides interconversion
NCU02812.5	7000006085194900	7000007580552067	NCU02812.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU02829.5	7000006085194850	7000007580540437	NCU02829.7	PWY-5659	GDP-mannose biosynthesis
NCU02855.5	7000006085193604	7000007580548491	NCU02855.7	PWY2T-10	xylan degradation
NCU02922.5	7000006085182553	7000007580577193	NCU02922.7	PWY-4101	sorbitol degradation I
NCU02936.5	7000006085179179	7000007580571879	NCU02936.7	PROUT-PWY	proline degradation
NCU02954.5	7000006085195323	7000007580575109	NCU02954.7	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU02969.5	7000006085194220	7000007580577538	NCU02969.7	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU02969.5	7000006085194220	7000007580577538	NCU02969.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU02969.5	7000006085194220	7000007580577538	NCU02969.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU02998.5	7000006085193506	7000007580585346	NCU02998.7	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
NCU03004.5	7000006085193488	7000007580566129	NCU03004.7	PWY2T-15	aerobic xylose fermentation
NCU03004.5	7000006085193488	7000007580566129	NCU03004.7	PWY2T-1450	xylose fermentation
NCU03004.5	7000006085193488	7000007580566129	NCU03004.7	PYRUVDEHYD-PWY	acetyl-CoA biosynthesis (from pyruvate)
NCU03010.5	7000006085191953	7000007580540543	NCU03010.7	PWY-5314	lysine degradation VIII
NCU03010.5	7000006085191953	7000007580540543	NCU03010.7	PWY-5324	lysine degradation IX
NCU03010.5	7000006085191953	7000007580540543	NCU03010.7	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU03010.5	7000006085191953	7000007580540543	NCU03010.7	LYSINE-DEG1-PWY	lysine degradation II
NCU03010.5	7000006085191953	7000007580540543	NCU03010.7	PWY-5283	lysine degradation V
NCU03010.5	7000006085191953	7000007580540543	NCU03010.7	PWY-5298	lysine degradation VI
NCU03023.5	7000006085188553	7000007580572231	NCU03023.7	PWY-5418	phenol degradation I (aerobic)
NCU03030.5	7000006085188453	7000007580572417	NCU03030.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU03076.5	7000006085190523	7000007580565846	NCU03076.7	PROUT-PWY	proline degradation
NCU03098.5	7000006085193783	7000007580585434	NCU03098.7	PWY-5767	glycogen degradation III
NCU03100.5	7000006085193793	7000007580572440	NCU03100.7	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU03100.5	7000006085193793	7000007580572440	NCU03100.7	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU03117.5	7000006085194410	7000007580552312	NCU03117.7	PWY-841	purine nucleotides <i>de novo</i> biosynthesis II
NCU03118.5	7000006085194414	7000007580562987	NCU03118.7	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU03127.5	7000006085104988	7000007580585080	NCU03127.7	PWY-5704	urea degradation II
NCU03129.5	7000006085104997	7000007580577818	NCU03129.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU03139.5	7000006085105445	7000007580559657	NCU03139.7	HISTSYN-PWY	histidine biosynthesis
NCU03154.5	7000006085105987	7000007580579882	NCU03154.7	COA-PWY	coenzyme A biosynthesis
NCU03166.5	7000006085106034	7000007580562642	NCU03166.7	PWY-6124	inosine-5'-phosphate biosynthesis II
NCU03194.5	7000006085172328	7000007580552730	NCU03194.7	PWY-6124	inosine-5'-phosphate biosynthesis II
NCU03216.5	7000006085177816	7000007580583138	NCU03216.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU03223.5	7000006085177911	7000007580580403	NCU03223.7	PWY4FS-6	phosphatidylethanolamine biosynthesis II
NCU03223.5	7000006085177911	7000007580580403	NCU03223.7	PWY3O-450	phosphatidylcholine biosynthesis I
NCU03223.5	7000006085177911	7000007580580403	NCU03223.7	PWY-3561	choline biosynthesis III
NCU03254.5	7000006085187470	7000007580556197	NCU03254.7	PWY2T-7	cellulose degradation
NCU03254.5	7000006085187470	7000007580556197	NCU03254.7	PWY-6788	cellulose degradation II (fungi)
NCU03254.5	7000006085187470	7000007580556197	NCU03254.7	PWY2T-42	cellulose degradation III (neurospora)
NCU03255.5	7000006085187497	7000007580559682	NCU03255.7	THISYNARA-PWY	thiamine biosynthesis II
NCU03255.5	7000006085187497	7000007580559682	NCU03255.7	PWY3O-17	thiamine biosynthesis
NCU03282.5	7000006085190693	7000007580559551	NCU03282.7	PWY-5651	tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde
NCU03282.5	7000006085190693	7000007580559551	NCU03282.7	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU03339.5	7000006085096509	7000007580575367	NCU03339.7	GLUT-REDOX-PWY	glutathione redox reactions II
NCU03350.5	7000006085095213	7000007580588424	NCU03350.7	SALVADEHYPOX-PWY	salvage pathways of adenine, hypoxanthine, and their nucleosides
NCU03350.5	7000006085095213	7000007580588424	NCU03350.7	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU03350.5	7000006085095213	7000007580588424	NCU03350.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03358.5	7000006085093973	7000007580580672	NCU03358.7	PWY-5458	methylglyoxal degradation V
NCU03395.5	7000006085091213	7000007580575249	NCU03395.7	PWY2T-14	aerobic xylose fermentation
NCU03395.5	7000006085091213	7000007580575249	NCU03395.7	PWY2T-15	aerobic xylose fermentation
NCU03395.5	7000006085091213	7000007580575249	NCU03395.7	PWY2T-2574	aerobic respiration
NCU03404.5	7000006085089958	7000007580541160	NCU03404.7	THISYNARA-PWY	thiamine biosynthesis II
NCU03404.5	7000006085089958	7000007580541160	NCU03404.7	PWY3O-17	thiamine biosynthesis
NCU03415.5	7000006085089773	7000007580545254	NCU03415.7	PWY-6100	L-carnitine biosynthesis
NCU03415.5	7000006085089773	7000007580545254	NCU03415.7	PWY-5768	pyruvate fermentation to acetate VIII
NCU03415.5	7000006085089773	7000007580545254	NCU03415.7	PWY-5458	methylglyoxal degradation V
NCU03415.5	7000006085089773	7000007580545254	NCU03415.7	PWY-2724	fatty acid &omega;-oxidation
NCU03415.5	7000006085089773	7000007580545254	NCU03415.7	PWY-5760	&beta;-alanine biosynthesis V
NCU03415.5	7000006085089773	7000007580545254	NCU03415.7	PWY66-162	ethanol degradation IV (peroxisomal)
NCU03415.5	7000006085089773	7000007580545254	NCU03415.7	PWY66-21	ethanol degradation II (cytosol)
NCU03425.5	7000006085088773	7000007580559765	NCU03425.7	HOMOSER-THRESYN-PWY	threonine biosynthesis from homoserine
NCU03463.5	7000006085099041	7000007580575537	NCU03463.7	PWY2T-14	aerobic xylose fermentation
NCU03463.5	7000006085099041	7000007580575537	NCU03463.7	PWY2T-15	aerobic xylose fermentation
NCU03463.5	7000006085099041	7000007580575537	NCU03463.7	PWY2T-2574	aerobic respiration
NCU03488.5	7000006085097726	7000007580566481	NCU03488.7	PWY-5686	uridine-5'-phosphate biosynthesis
NCU03504.5	7000006085097345	7000007580575217	NCU03504.7	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU03504.5	7000006085097345	7000007580575217	NCU03504.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU03504.5	7000006085097345	7000007580575217	NCU03504.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU03539.5	7000006085095107	7000007580572654	NCU03539.7	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NCU03539.5	7000006085095107	7000007580572654	NCU03539.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU03544.5	7000006085094986	7000007580552979	NCU03544.7	PWY2T-14	aerobic xylose fermentation
NCU03544.5	7000006085094986	7000007580552979	NCU03544.7	PWY2T-15	aerobic xylose fermentation
NCU03544.5	7000006085094986	7000007580552979	NCU03544.7	PWY2T-2574	aerobic respiration
NCU03575.5	7000006085092395	7000007580578133	NCU03575.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU03608.5	7000006084961253	7000007580587075	NCU03608.7	VALSYN-PWY	valine biosynthesis
NCU03608.5	7000006084961253	7000007580587075	NCU03608.7	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU03611.5	7000006084961312	7000007580581807	NCU03611.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU03633.5	7000006084963409	7000007580576495	NCU03633.7	PWY-922	mevalonate pathway I
NCU03651.5	7000006084966012	7000007580538677	NCU03651.7	GLUCONEO-PWY	gluconeogenesis I
NCU03695.5	7000006084958666	7000007580587221	NCU03695.7	PWY-5669	phosphatidylethanolamine biosynthesis I
NCU03748.5	7000006084963943	7000007580567769	NCU03748.7	LYSINE-DEG1-PWY	lysine degradation II
NCU03748.5	7000006084963943	7000007580567769	NCU03748.7	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU03749.5	7000006084964062	7000007580576741	NCU03749.7	PWY-5386	methylglyoxal degradation I
NCU03759.5	7000006084966333	7000007580550115	NCU03759.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU03761.5	7000006084966384	7000007580557711	NCU03761.7	SERDEG-PWY	L-serine degradation
NCU03761.5	7000006084966384	7000007580557711	NCU03761.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03777.5	7000006084970553	7000007580561049	NCU03777.7	VALDEG-PWY	valine degradation I
NCU03802.5	7000006084958831	7000007580570935	NCU03802.7	PWY-6100	L-carnitine biosynthesis
NCU03813.5	7000006084958963	7000007580538224	NCU03813.7	PWY-1881	formate oxidation to CO<sub>2</sub>
NCU03813.5	7000006084958963	7000007580538224	NCU03813.7	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU03813.5	7000006084958963	7000007580538224	NCU03813.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03857.5	7000006085024300	7000007580541546	NCU03857.7	FERMENTATION-PWY	mixed acid fermentation
NCU03877.5	7000006085079823	7000007580556737	NCU03877.7	PWY-2161	folate polyglutamylation I
NCU03877.5	7000006085079823	7000007580556737	NCU03877.7	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU03877.5	7000006085079823	7000007580556737	NCU03877.7	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU03877.5	7000006085079823	7000007580556737	NCU03877.7	PWY-1722	formaldehyde oxidation V (tetrahydrofolate pathway)
NCU03877.5	7000006085079823	7000007580556737	NCU03877.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03877.5	7000006085079823	7000007580556737	NCU03877.7	PWY-3841	formylTHF biosynthesis II
NCU03877.5	7000006085079823	7000007580556737	NCU03877.7	PWY-2201	folate transformations
NCU03877.5	7000006085079823	7000007580556737	NCU03877.7	1CMET2-PWY	formylTHF biosynthesis I
NCU03880.5	7000006085079758	7000007580545611	NCU03880.7	PWY3O-450	phosphatidylcholine biosynthesis I
NCU03880.5	7000006085079758	7000007580545611	NCU03880.7	PWY-3561	choline biosynthesis III
NCU03914.5	7000006085023800	7000007580569861	NCU03914.7	PWY2T-7	cellulose degradation
NCU03914.5	7000006085023800	7000007580569861	NCU03914.7	PWY-6788	cellulose degradation II (fungi)
NCU03914.5	7000006085023800	7000007580569861	NCU03914.7	PWY2T-42	cellulose degradation III (neurospora)
NCU03922.5	7000006085023783	7000007580569995	NCU03922.7	PWY-922	mevalonate pathway I
NCU03935.5	7000006085023735	7000007580581182	NCU03935.7	HOMOSERSYN-PWY	homoserine biosynthesis
NCU03949.5	7000006085079310	7000007580563625	NCU03949.7	PWY-723	alkylnitronates degradation
NCU03953.5	7000006085079033	7000007580566979	NCU03953.7	PWY-4302	aerobic respiration -- electron donor III
NCU03953.5	7000006085079033	7000007580566979	NCU03953.7	PWY2T-14	aerobic xylose fermentation
NCU03953.5	7000006085079033	7000007580566979	NCU03953.7	PWY2T-15	aerobic xylose fermentation
NCU03953.5	7000006085079033	7000007580566979	NCU03953.7	PWY2T-2574	aerobic respiration
NCU03953.5	7000006085079033	7000007580566979	NCU03953.7	PWY-3781	aerobic respiration -- electron donor II
NCU03953.5	7000006085079033	7000007580566979	NCU03953.7	PWY2T-21	redox potential pathway
NCU03955.5	7000006085078982	7000007580563746	NCU03955.7	LIPASYN-PWY	phospholipases
NCU03955.5	7000006085078982	7000007580563746	NCU03955.7	PWY-3561	choline biosynthesis III
NCU03970.5	7000006085078401	7000007580569841	NCU03970.7	PWY-6168	flavin biosynthesis III (fungi)
NCU03973.5	7000006085078353	7000007580537533	NCU03973.7	ALACAT2-PWY	alanine degradation II (to D-lactate)
NCU03973.5	7000006085078353	7000007580537533	NCU03973.7	ALANINE-SYN2-PWY	alanine biosynthesis II
NCU03973.5	7000006085078353	7000007580537533	NCU03973.7	ALANINE-DEG3-PWY	alanine degradation III
NCU04019.5	7000006085024205	7000007580563668	NCU04019.7	PYRIDNUCSAL-PWY	NAD salvage pathway I
NCU04019.5	7000006085024205	7000007580563668	NCU04019.7	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
NCU04019.5	7000006085024205	7000007580563668	NCU04019.7	PWY3O-4106	NAD salvage pathway III
