geneid	funcatid	funcattermname	pubmedid	evidencecode
NCU07722	11.04.01	rRNA processing	PMID:15486203	IEA
NCU07722	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU07723	01.20	secondary metabolism	PMID:15486203	IEA
NCU07724	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU07724	16.01	protein binding	PMID:15486203	IEA
NCU07725	01.01.09	metabolism of the cysteine - aromatic group	PMID:15486203	IEA
NCU07728	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU07728	16.03.01	DNA binding	PMID:15486203	IEA
NCU07728	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU07732	01.01.03.05.01	biosynthesis of arginine	PMID:15486203	IEA
NCU07732	01.01.03.05.02	degradation of arginine	PMID:15486203	IEA
NCU07732	70.16	mitochondrion	PMID:15486203	IEA
NCU07733	02.13	respiration	PMID:15486203	IEA
NCU07733	02.25	oxidation of fatty acids	PMID:15486203	IEA
NCU07733	70.16	mitochondrion	PMID:15486203	IEA
NCU07734	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU07734	20.09.07.03	ER to Golgi transport	PMID:15486203	IEA
NCU07734	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU07735	16.03.01	DNA binding	PMID:15486203	IEA
NCU07736	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU07736	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU07736	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU07737	01.20	secondary metabolism	PMID:15486203	IEA
NCU07740	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU07740	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU07740	32.07.05	detoxification by export	PMID:15486203	IEA
NCU07741	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU07742	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU07746	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU07746	20.09	transport routes	PMID:15486203	IEA
NCU07746	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU07754	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU07754	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU07754	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU07756	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU07756	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU07756	70.16	mitochondrion	PMID:15486203	IEA
NCU07757	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU07757	70.10	nucleus	PMID:15486203	IEA
NCU07760	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU07761	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU07761	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU07765	01.20	secondary metabolism	PMID:15486203	IEA
NCU07773	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU07774	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU07775	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU07779	01.05.25	regulation of C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU07787	32.05	disease, virulence and defense	PMID:15486203	IEA
NCU07788	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU07794	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU07794	20.01.15	electron transport	PMID:15486203	IEA
NCU07794	70.16	mitochondrion	PMID:15486203	IEA
NCU07805	18.02.01.01	enzyme activator	PMID:15486203	IEA
NCU07807	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU07807	02.01	glycolysis and gluconeogenesis	PMID:15486203	IEA
NCU07807	02.07	pentose-phosphate pathway	PMID:15486203	IEA
NCU07819	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU07820	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU07820	20.09.18	cellular import	PMID:15486203	IEA
NCU07821	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU07826	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU07826	70.03	cytoplasm	PMID:15486203	IEA
NCU07828	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)	PMID:15486203	IEA
NCU07828	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU07830	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU07831	12.04.01	translation initiation	PMID:15486203	IEA
NCU07832	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU07832	11.04.03.01	splicing	PMID:15486203	IEA
NCU07832	70.10	nucleus	PMID:15486203	IEA
NCU07836	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU07839	11.04.03.01	splicing	PMID:15486203	IEA
NCU07842	70.19	peroxisome	PMID:15486203	IEA
NCU07843	01.05.25	regulation of C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU07843	11.02.03.04.03	transcription repression	PMID:15486203	IEA
NCU07846	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU07852	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU07852	70.16	mitochondrion	PMID:15486203	IEA
NCU07853	01.03.01.01	purine nucleotide /nucleoside/nucleobase catabolism	PMID:15486203	IEA
NCU07857	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU07857	70.03	cytoplasm	PMID:15486203	IEA
NCU07859	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU07860	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU07861	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU07861	20.09.18	cellular import	PMID:15486203	IEA
NCU07861	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU07864	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU07865	70.10	nucleus	PMID:15486203	IEA
NCU07868	12.04.01	translation initiation	PMID:15486203	IEA
NCU07868	16.03.03	RNA binding	PMID:15486203	IEA
NCU07868	70.03	cytoplasm	PMID:15486203	IEA
NCU07870	10.01.03	DNA synthesis and replication	PMID:15486203	IEA
NCU07870	70.10	nucleus	PMID:15486203	IEA
NCU07872	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU07872	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU07879	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)	PMID:15486203	IEA
NCU07879	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU07879	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU07879	70.16	mitochondrion	PMID:15486203	IEA
NCU07883	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU07883	16.03.03	RNA binding	PMID:15486203	IEA
NCU07884	20.01.01	ion transport	PMID:15486203	IEA
NCU07884	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU07884	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU07884	70.16	mitochondrion	PMID:15486203	IEA
NCU07885	10.01.09.05	DNA conformation modification (e.g. chromatin)	PMID:15486203	IEA
NCU07885	14.07.09	posttranslational modification of amino acids (e.g. hydroxylation, methylation)	PMID:15486203	IEA
NCU07885	70.10	nucleus	PMID:15486203	IEA
NCU07887	01.03.07	deoxyribonucleotide metabolism	PMID:15486203	IEA
NCU07889	11.04.03.03	5'-end processing	PMID:15486203	IEA
NCU07893	10.01.09.05	DNA conformation modification (e.g. chromatin)	PMID:15486203	IEA
NCU07893	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU07893	42.10.03	organization of chromosome structure	PMID:15486203	IEA
NCU07897	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU07898	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU07906	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU07914	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU07914	02.01	glycolysis and gluconeogenesis	PMID:15486203	IEA
NCU07914	70.03	cytoplasm	PMID:15486203	IEA
NCU07916	01.20	secondary metabolism	PMID:15486203	IEA
NCU07920	01.05.11.07.01	aerobic aromate catabolism	PMID:15486203	IEA
NCU07920	01.25.09	extracellular lignin degradation	PMID:15486203	IEA
NCU07922	12.04.01	translation initiation	PMID:15486203	IEA
NCU07922	70.03	cytoplasm	PMID:15486203	IEA
NCU07926	12.10	aminoacyl-tRNA-synthetases	PMID:15486203	IEA
NCU07926	70.03	cytoplasm	PMID:15486203	IEA
NCU07927	20.03	transport facilities	PMID:15486203	IEA
NCU07927	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU07927	70.16	mitochondrion	PMID:15486203	IEA
NCU07929	12.04.01	translation initiation	PMID:15486203	IEA
NCU07930	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU07931	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU07935	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU07936	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU07936	14.07.04	modification by acetylation, deacetylation	PMID:15486203	IEA
NCU07937	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU07938	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU07938	32.07	detoxification	PMID:15486203	IEA
NCU07938	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU07939	20.09.07.03	ER to Golgi transport	PMID:15486203	IEA
NCU07939	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU07942	11.04.01	rRNA processing	PMID:15486203	IEA
NCU07944	02.07	pentose-phosphate pathway	PMID:15486203	IEA
NCU07947	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU07953	02.13	respiration	PMID:15486203	IEA
NCU07953	70.16	mitochondrion	PMID:15486203	IEA
NCU07956	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU07956	16.01	protein binding	PMID:15486203	IEA
NCU07956	70.10	nucleus	PMID:15486203	IEA
NCU07958	01.06.05	fatty acid metabolism	PMID:15486203	IEA
NCU07958	70.19	peroxisome	PMID:15486203	IEA
NCU07964	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU07965	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU07965	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU07966	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU07966	20.03.22	transport ATPases	PMID:15486203	IEA
NCU07966	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU07966	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU07969	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU07974	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU07982	01.01.11.02.01	biosynthesis of isoleucine	PMID:15486203	IEA
NCU07982	01.01.11.03.01	biosynthesis of valine	PMID:15486203	IEA
NCU07987	01.01.06.05.01	biosynthesis of methionine	PMID:15486203	IEA
NCU07988	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU07988	16.19.03	ATP binding	PMID:15486203	IEA
NCU07988	20.03.22	transport ATPases	PMID:15486203	IEA
NCU07988	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU07988	20.09.07.03	ER to Golgi transport	PMID:15486203	IEA
NCU07988	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU07988	70.16	mitochondrion	PMID:15486203	IEA
NCU07989	42.09	intracellular transport vesicles	PMID:15486203	IEA
NCU07992	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU07992	70.10	nucleus	PMID:15486203	IEA
NCU07993	14.07	protein modification	PMID:15486203	IEA
NCU07999	42.01	cell wall	PMID:15486203	IEA
NCU08001	32.01	stress response	PMID:15486203	IEA
NCU08001	34.11.12	perception of nutrients and nutritional adaptation	PMID:15486203	IEA
NCU08002	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08002	70.16	mitochondrion	PMID:15486203	IEA
NCU08002	70.19	peroxisome	PMID:15486203	IEA
NCU08003	10.01.09.05	DNA conformation modification (e.g. chromatin)	PMID:15486203	IEA
NCU08003	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU08003	70.10	nucleus	PMID:15486203	IEA
NCU08004	02.13	respiration	PMID:15486203	IEA
NCU08004	20.01.15	electron transport	PMID:15486203	IEA
NCU08004	70.16	mitochondrion	PMID:15486203	IEA
NCU08005	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08005	20.01.15	electron transport	PMID:15486203	IEA
NCU08005	70.16	mitochondrion	PMID:15486203	IEA
NCU08022	11.06.02	tRNA modification	PMID:15486203	IEA
NCU08027	14.07	protein modification	PMID:15486203	IEA
NCU08030	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU08030	11.02.02	tRNA synthesis	PMID:15486203	IEA
NCU08030	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU08031	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU08032	11.04.02	tRNA processing	PMID:15486203	IEA
NCU08032	70.10	nucleus	PMID:15486203	IEA
NCU08034	11.04.03.01	splicing	PMID:15486203	IEA
NCU08034	70.10	nucleus	PMID:15486203	IEA
NCU08038	43.01.03.06	hyphae formation	PMID:15486203	IEA
NCU08045	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08050	01.20	secondary metabolism	PMID:15486203	IEA
NCU08051	01.20.15	metabolism of derivatives of dehydroquinic acid, shikimic acid and chorismic acid	PMID:15486203	IEA
NCU08052	20.03.01	channel / pore class transport	PMID:15486203	IEA
NCU08052	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU08053	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU08054	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08055	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU08055	16.03.01	DNA binding	PMID:15486203	IEA
NCU08056	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU08056	20.03.25	ABC transporters	PMID:15486203	IEA
NCU08056	20.09.16.01	Type I protein secretion system (ABC-type transport systems)	PMID:15486203	IEA
NCU08056	32.07.05	detoxification by export	PMID:15486203	IEA
NCU08056	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08057	01.20.17.09	metabolism of alkaloids	PMID:15486203	IEA
NCU08058	01.06.05	fatty acid metabolism	PMID:15486203	IEA
NCU08058	02.25	oxidation of fatty acids	PMID:15486203	IEA
NCU08060	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU08060	20.01.15	electron transport	PMID:15486203	IEA
NCU08062	32.07.01	detoxification involving cytochrome P450	PMID:15486203	IEA
NCU08067	32.01	stress response	PMID:15486203	IEA
NCU08067	34.11.03.13	osmosensing and response	PMID:15486203	IEA
NCU08071	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08071	70.16	mitochondrion	PMID:15486203	IEA
NCU08072	70.01	cell wall	PMID:15486203	IEA
NCU08092	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU08093	02.13	respiration	PMID:15486203	IEA
NCU08093	02.45.15	energy generation (e.g. ATP synthase)	PMID:15486203	IEA
NCU08093	70.16	mitochondrion	PMID:15486203	IEA
NCU08097	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08097	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU08110	42.25	vacuole or lysosome	PMID:15486203	IEA
NCU08111	14.07.09	posttranslational modification of amino acids (e.g. hydroxylation, methylation)	PMID:15486203	IEA
NCU08112	32.07.01	detoxification involving cytochrome P450	PMID:15486203	IEA
NCU08115	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU08115	16.03.01	DNA binding	PMID:15486203	IEA
NCU08115	70.10	nucleus	PMID:15486203	IEA
NCU08117	01.01	amino acid metabolism	PMID:15486203	IEA
NCU08117	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU08118	42.19	peroxisome	PMID:15486203	IEA
NCU08119	10.01.03	DNA synthesis and replication	PMID:15486203	IEA
NCU08119	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU08120	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08120	70.16	mitochondrion	PMID:15486203	IEA
NCU08121	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU08126	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08126	02.16.03	lactate fermentation	PMID:15486203	IEA
NCU08126	20.01.15	electron transport	PMID:15486203	IEA
NCU08126	70.16	mitochondrion	PMID:15486203	IEA
NCU08127	40.01.03	directional cell growth (morphogenesis)	PMID:15486203	IEA
NCU08127	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU08131	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08133	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08137	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08137	70.16	mitochondrion	PMID:15486203	IEA
NCU08148	20.01.17	nucleotide/nucleoside/nucleobase transport	PMID:15486203	IEA
NCU08148	20.03.02.02.01	proton driven symporter	PMID:15486203	IEA
NCU08148	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08152	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU08152	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU08152	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08158	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU08158	32.01.11	nutrient starvation response	PMID:15486203	IEA
NCU08162	01.01.03.05.01	biosynthesis of arginine	PMID:15486203	IEA
NCU08164	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08176	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08176	01.25.01	extracellular polysaccharide degradation	PMID:15486203	IEA
NCU08176	70.27	extracellular / secretion proteins	PMID:15486203	IEA
NCU08177	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU08177	30.01	cellular signalling	PMID:15486203	IEA
NCU08178	20.01.17	nucleotide/nucleoside/nucleobase transport	PMID:15486203	IEA
NCU08180	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08180	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU08180	20.03	transport facilities	PMID:15486203	IEA
NCU08180	20.09.18	cellular import	PMID:15486203	IEA
NCU08180	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08189	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08189	16.05	polysaccharide binding	PMID:15486203	IEA
NCU08192	34.11	cellular sensing and response to external stimulus	PMID:15486203	IEA
NCU08195	12.10	aminoacyl-tRNA-synthetases	PMID:15486203	IEA
NCU08195	70.03	cytoplasm	PMID:15486203	IEA
NCU08197	20.01.15	electron transport	PMID:15486203	IEA
NCU08197	41.01.03.01	fruit body development (sexually or asexually derived spores)	PMID:15486203	IEA
NCU08199	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08199	01.20.17.09	metabolism of alkaloids	PMID:15486203	IEA
NCU08216	01.01.09.03.01	biosynthesis of cysteine	PMID:15486203	IEA
NCU08216	01.01.09.03.02	degradation of cysteine	PMID:15486203	IEA
NCU08216	70.03	cytoplasm	PMID:15486203	IEA
NCU08225	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)	PMID:15486203	IEA
NCU08225	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU08227	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08228	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU08231	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU08231	43.01.03.07	development of conidia	PMID:15486203	IEA
NCU08231	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08232	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08232	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)	PMID:15486203	IEA
NCU08233	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08267	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU08267	12.07	translational control	PMID:15486203	IEA
NCU08268	16.01	protein binding	PMID:15486203	IEA
NCU08268	30.01	cellular signalling	PMID:15486203	IEA
NCU08269	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU08270	11.04.01	rRNA processing	PMID:15486203	IEA
NCU08270	11.04.02	tRNA processing	PMID:15486203	IEA
NCU08270	11.04.03	mRNA processing (splicing, 5'-, 3'-end processing)	PMID:15486203	IEA
NCU08272	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08272	20.01.15	electron transport	PMID:15486203	IEA
NCU08272	70.16	mitochondrion	PMID:15486203	IEA
NCU08275	01.01.09.04.01	biosynthesis of phenylalanine	PMID:15486203	IEA
NCU08275	01.01.09.04.02	degradation of phenylalanine	PMID:15486203	IEA
NCU08275	01.01.09.05.01	biosynthesis of tyrosine	PMID:15486203	IEA
NCU08275	01.01.09.05.02	degradation of tyrosine	PMID:15486203	IEA
NCU08275	01.01.09.06.01	biosynthesis of tryptophan	PMID:15486203	IEA
NCU08275	01.01.09.06.02	degradation of tryptophan	PMID:15486203	IEA
NCU08275	01.01.09.07.01	biosynthesis of histidine	PMID:15486203	IEA
NCU08277	12.04.01	translation initiation	PMID:15486203	IEA
NCU08278	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU08278	70.16	mitochondrion	PMID:15486203	IEA
NCU08280	01.06.06.11	tetracyclic and pentacyclic triterpenes (cholesterin, steroids and hopanoids) metabolism	PMID:15486203	IEA
NCU08287	01.01.03.05.01	biosynthesis of arginine	PMID:15486203	IEA
NCU08287	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU08291	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU08291	01.20.19.01	metabolism of porphyrins	PMID:15486203	IEA
NCU08295	11.04.02	tRNA processing	PMID:15486203	IEA
NCU08295	16.03.03	RNA binding	PMID:15486203	IEA
NCU08296	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08296	70.16	mitochondrion	PMID:15486203	IEA
NCU08297	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU08297	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis	PMID:15486203	IEA
NCU08297	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU08299	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08299	70.16	mitochondrion	PMID:15486203	IEA
NCU08303	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU08303	32.01.05	heat shock response	PMID:15486203	IEA
NCU08309	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU08309	70.10	nucleus	PMID:15486203	IEA
NCU08310	20.01.17	nucleotide/nucleoside/nucleobase transport	PMID:15486203	IEA
NCU08313	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU08315	01.20	secondary metabolism	PMID:15486203	IEA
NCU08317	10.01.03.03	ori recognition and priming complex formation	PMID:15486203	IEA
NCU08317	70.10	nucleus	PMID:15486203	IEA
NCU08319	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU08319	41.01	fungal/microorganismic development	PMID:15486203	IEA
NCU08325	20.01.01.07.07	phosphate transport	PMID:15486203	IEA
NCU08325	20.09.18	cellular import	PMID:15486203	IEA
NCU08325	34.01.03.03	homeostasis of phosphate	PMID:15486203	IEA
NCU08325	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU08326	20.01.25	vitamine/cofactor transport	PMID:15486203	IEA
NCU08326	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU08326	70.16	mitochondrion	PMID:15486203	IEA
NCU08329	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08329	70.16	mitochondrion	PMID:15486203	IEA
NCU08332	01.03.16	polynucleotide degradation	PMID:15486203	IEA
NCU08332	12.04.01	translation initiation	PMID:15486203	IEA
NCU08332	16.01	protein binding	PMID:15486203	IEA
NCU08332	41.05	animal development	PMID:15486203	IEA
NCU08332	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU08339	20.09.07.03	ER to Golgi transport	PMID:15486203	IEA
NCU08339	70.09	intracellular transport vesicles	PMID:15486203	IEA
NCU08340	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)	PMID:15486203	IEA
NCU08340	16.19.05	GTP binding	PMID:15486203	IEA
NCU08340	18.02.01.01	enzyme activator	PMID:15486203	IEA
NCU08340	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU08340	20.09.18.09.01	endocytosis	PMID:15486203	IEA
NCU08340	30.01.05.05	G-protein mediated signal transduction	PMID:15486203	IEA
NCU08341	16.17.09	heavy metal binding (Cu, Fe, Zn)	PMID:15486203	IEA
NCU08341	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)	PMID:15486203	IEA
NCU08341	20.03.22	transport ATPases	PMID:15486203	IEA
NCU08341	20.09.18	cellular import	PMID:15486203	IEA
NCU08341	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU08342	43.01.03.09	development of asco- basidio- or zygospore	PMID:15486203	IEA
NCU08344	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU08344	70.03	cytoplasm	PMID:15486203	IEA
NCU08352	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU08352	34.11.11	rhythm (e.g. circadian, ultradian)	PMID:15486203	IEA
NCU08353	11.04.03.05	3'-end processing	PMID:15486203	IEA
NCU08356	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU08358	16.19.03	ATP binding	PMID:15486203	IEA
NCU08358	20.01.13	lipid/fatty acid transport	PMID:15486203	IEA
NCU08358	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU08358	20.03.25	ABC transporters	PMID:15486203	IEA
NCU08358	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU08358	70.25	vacuole or lysosome	PMID:15486203	IEA
NCU08359	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU08361	01.20.15.01	metabolism of naphthoquinone, anthraquinone	PMID:15486203	IEA
NCU08364	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU08364	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU08366	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU08368	11.04.02	tRNA processing	PMID:15486203	IEA
NCU08372	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
